_id,AC No,AC Name,Sl no,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Vote Share (%)
3643,234,LATUR RURAL,14,PANKAJ RAOSAHEB DESHMUKH,Independent,155,0,155,0.07
3644,234,LATUR RURAL,15,BALAJI RAMRAO MORE,Independent,234,0,234,0.1
3645,234,LATUR RURAL,16,BAVANE DR.DATTA,Independent,421,0,421,0.18
3646,234,LATUR RURAL,17,LAXMIKANT MANIKRAO JOGDAND,Independent,928,0,928,0.39
3647,234,LATUR RURAL,18,SUMITRABAI ALIAS SWATI VIKRAM JADHAV PATIL,Independent,698,0,698,0.3
3648,234,LATUR RURAL,19,NOTA,None of the Above,476,7,483,0.21
3649,235,LATUR CITY,1,AMIT VILASRAO DESHMUKH,Indian National Congress,112618,1492,114110,45.08
3650,235,LATUR CITY,2,DR. ARHCHANA PATIL CHAKURKAR,Bharatiya Janata Party,105545,1167,106712,42.16
3651,235,LATUR CITY,3,SIDDHARTH MAHADEV SURYAWANSHI,Bahujan Samaj Party,497,9,506,0.2
3652,235,LATUR CITY,4,ANIL GOROBA GAIKWAD,Republican Party of India (A),133,1,134,0.05
3653,235,LATUR CITY,5,GAUSODIN USMAN SHAIKH,Swarajya Shakti Sena,152,0,152,0.06
3654,235,LATUR CITY,6,GHONE NARASHINHA PANDURANG,Nirbhay Maharashtra Party,356,2,358,0.14
3655,235,LATUR CITY,7,PANKAJ JAISWAL,Peoples Party of India (Democratic),106,3,109,0.04
3656,235,LATUR CITY,8,BHASKAR DATTATRAYA BANDEWAR,Bahujan Bharat Party,104,0,104,0.04
3657,235,LATUR CITY,9,RAVSAHEB SIDRAM KARPE,Rashtriya Samaj Paksha,202,0,202,0.08
3658,235,LATUR CITY,10,VINOD SOMPRAKASH KHATKE,Vanchit Bahujan  Aaghadi,26357,259,26616,10.51
3659,235,LATUR CITY,11,SATISH RAJENDRA KARANDE,Maharashtra Swarajya party,196,0,196,0.08
3660,235,LATUR CITY,12,SANTOSH SAMBHAJI SABDE,Jai Hind Jai Bharat Rashtriya Party,66,1,67,0.03
3661,235,LATUR CITY,13,AKHTARAMIYA JALAL SHAIKH,Independent,1042,15,1057,0.42
3662,235,LATUR CITY,14,ANAND ANKUSH LAMTURE,Independent,130,2,132,0.05
3663,235,LATUR CITY,15,ASHWIN SUBHASHRAO NALBALE,Independent,395,1,396,0.16
3664,235,LATUR CITY,16,ILAHI BASHIRSAB SHAIKH,Independent,458,0,458,0.18
3665,235,LATUR CITY,17,NAUSHAD IKABAL SHAIKH,Independent,475,0,475,0.19
3666,235,LATUR CITY,18,PRAVIN MANIKRAO MANE,Independent,300,1,301,0.12
3667,235,LATUR CITY,19,PRASAD SIDRAM KOLI,Independent,175,2,177,0.07
3668,235,LATUR CITY,20,BABASAHEB GOROBA SITAPURE,Independent,39,0,39,0.02
3669,235,LATUR CITY,21,MANGESH NAGNATH ELEKAR,Independent,53,0,53,0.02
3670,235,LATUR CITY,22,RAJIV OR RAJKUMAR DAMODHARRAO PATIL,Independent,83,0,83,0.03
3671,235,LATUR CITY,23,LAXMIKANT MANIKRAO JOGDAND,Independent,56,0,56,0.02
3672,235,LATUR CITY,24,NOTA,None of the Above,625,17,642,0.25
3673,236,AHMADPUR,1,ADV. GAIKWAD RAMESH SHRIRANGRAO,Bahujan Samaj Party,829,31,860,0.36
3674,236,AHMADPUR,2,JADHAV PATIL VINAYAKRAO  KISHANRAO,Nationalist Congress Party- Sharadchandra Pawar,64092,1144,65236,26.99
3675,236,AHMADPUR,3,DR. NARSINHA UDHAVRAO BHIKANE,Maharashtra Navnirman sena,1111,21,1132,0.47
3676,236,AHMADPUR,4,BABASAHEB MOHANRAO PATIL,Nationalist Congress Party,95777,1128,96905,40.09
3677,236,AHMADPUR,5,GANESH NAMDEVRAO HAKE,Jan Surajya Shakti,61290,1157,62447,25.83
3678,236,AHMADPUR,6,GIRJAPPA KASHINATH BAIKARE,Maharashtra Vikas Aghadi,1029,18,1047,0.43
3679,236,AHMADPUR,7,JADHAV VINAYAK SONBA,Rashtriya Maratha Party,3896,21,3917,1.62
3680,236,AHMADPUR,8,DHIRAJ MADHUKAR KAMBLE,Sainik Samaj Party,209,7,216,0.09
3681,236,AHMADPUR,9,ADV. RIYAZ AHMED NISAR AHMED SIDDIQUI,Janhit Lokshahi Party,438,4,442,0.18
3682,236,AHMADPUR,10,WAGALGAVE RAOSAHEB NIVARTIRAO,Bahujan Vikas Aaghadi,248,1,249,0.1
3683,236,AHMADPUR,11,UTTAM CHANDRAKANT WAGH,Independent,718,7,725,0.3
3684,236,AHMADPUR,12,ADV. EKNATH DNYANOBA GAJILE,Independent,319,4,323,0.13
3685,236,AHMADPUR,13,KADAM PUNDLIK VITTHAL,Independent,441,2,443,0.18
3686,236,AHMADPUR,14,JADHAV GANESH DAULATRAO,Independent,168,0,168,0.07
3687,236,AHMADPUR,15,DEEPAK ARJUN KAMBLE,Independent,308,3,311,0.13
3688,236,AHMADPUR,16,BALAJI RAMCHANDRA PATIL CHAKURKAR,Independent,2974,45,3019,1.25
3689,236,AHMADPUR,17,MAHADEV NAGORAO BHANDARE,Independent,243,0,243,0.1
3690,236,AHMADPUR,18,MADHAV RANGNATH JADHAV,Independent,2546,51,2597,1.07
3691,236,AHMADPUR,19,VISHAL SHIVHAR BALKUNDE,Independent,162,0,162,0.07
3692,236,AHMADPUR,20,SANJEEV RAM CHANNAGIRE,Independent,464,0,464,0.19
3693,236,AHMADPUR,21,NOTA,None of the Above,812,22,834,0.34
3694,237,UDGIR,1,DIPAK ASHOK SAWANT,Bahujan Samaj Party,468,12,480,0.22
3695,237,UDGIR,2,SUDHAKAR SANGRAM BHALERAO,Nationalist Congress Party- Sharadchandra Pawar,57705,1119,58824,26.69
3696,237,UDGIR,3,SANJAY BABURAO BANSODE,Nationalist Congress Party,149766,2272,152038,68.97
3697,237,UDGIR,4,BHASKAR DATTATRAYA BANDEWAR,Bahujan Bharat Party,4598,24,4622,2.1
3698,237,UDGIR,5,PRO.DR. SHIVAJI MAREPPA DEVNALE,Vanchit Bahujan  Aaghadi,884,19,903,0.41
3699,237,UDGIR,6,AJAY PIRAJI KAMBLE,Independent,156,2,158,0.07
3700,237,UDGIR,7,ADV.GURUDEV NARSING SURYWANSHI,Independent,408,2,410,0.19
3701,237,UDGIR,8,PRABHAKAR KERBA KAMBLE,Independent,309,1,310,0.14
3702,237,UDGIR,9,BALAJI KISHANRAO SURYAWANSHI,Independent,224,3,227,0.1
3703,237,UDGIR,10,BALAJI KESHAV KAMBLE,Independent,156,3,159,0.07
3704,237,UDGIR,11,BALAJI RAMRAO MORE,Independent,364,1,365,0.17
3705,237,UDGIR,12,AD. YOGESH NARSINGRAO UDGIRKAR,Independent,472,10,482,0.22
3706,237,UDGIR,13,SWAPNIL ANIL JADHAV,Independent,461,5,466,0.21
3707,237,UDGIR,14,NOTA,None of the Above,978,13,991,0.45
3708,238,NILANGA,1,ABHAY SATISH SALUNKE,Indian National Congress,97225,1403,98628,44.63
3709,238,NILANGA,2,KAMBLE DNYANESHWAR SADHU,Bahujan Samaj Party,804,8,812,0.37
3710,238,NILANGA,3,NILANGEKAR SAMBHAJI DILIPRAO PATIL,Bharatiya Janata Party,111056,1312,112368,50.85
3711,238,NILANGA,4,AKASH PRAKASH PATIL,Rashtriya Maratha Party,979,5,984,0.45
3712,238,NILANGA,5,NAGNATH RAMRAO BODAKE,Rashtriya Samaj Paksha,1388,42,1430,0.65
3713,238,NILANGA,6,MANJU HIRALAL NIMBALKAR,Vanchit Bahujan  Aaghadi,3893,42,3935,1.78
3714,238,NILANGA,7,HANMANT DHANURE,Prahar Janshakti Party,430,6,436,0.2
3715,238,NILANGA,8,ANWAR HUSEN MAINODDIN SAYYAD,Independent,79,4,83,0.04
3716,238,NILANGA,9,DATTATRAY BHANUDAS SURYAWANSHI,Independent,186,0,186,0.08
3717,238,NILANGA,10,DATTATRAY VISHWANATH SURYAWANSHI,Independent,103,7,110,0.05
3718,238,NILANGA,11,NILKANTH GOVINDRAO BIRADAR,Independent,198,0,198,0.09
3719,238,NILANGA,12,FAYAJMIYAN PASHAMIYAN SHAIKH,Independent,603,0,603,0.27
3720,238,NILANGA,13,MAHEBUB PASHA KHURSHID AHMAD MULLA,Independent,294,0,294,0.13
3721,238,NILANGA,14,NOTA,None of the Above,915,16,931,0.42
3722,239,AUSA,1,PROF.DR.ANIL SUGRIV KAMBLE,Bahujan Samaj Party,977,15,992,0.47
3723,239,AUSA,2,ABHIMANYU DATTATRAY PAWAR,Bharatiya Janata Party,114294,1296,115590,54.7
3724,239,AUSA,3,DINKAR BABURAO MANE,Shiv Sena (Uddhav Balasaheb Thackeray),81026,1102,82128,38.87
3725,239,AUSA,4,NAGRALE SHIVKUMAR GANGADHAR,Maharashtra Navnirman sena,1525,16,1541,0.73
3726,239,AUSA,5,ANIL SHIVAJI JADHAV,Janhit Lokshahi Party,451,10,461,0.22
3727,239,AUSA,6,AKASH MAHADEV PUJARI,New Rashtriya Samaj Party,355,0,355,0.17
3728,239,AUSA,7,JYOTIRAM GULAB SHINDE,Nirbhay Maharashtra Party,382,0,382,0.18
3729,239,AUSA,8,NAUSHAD IKABAL SHAIKH,Swarajya Shakti Sena,321,0,321,0.15
3730,239,AUSA,9,SHAM CHANDRAKANT GORE,Rashtriya Samaj Paksha,725,6,731,0.35
3731,239,AUSA,10,BHAI SHIVAJI BABURAO SURWASE,Peasants And Workers Party of India,135,0,135,0.06
3732,239,AUSA,11,UTTAM SADASHIV GHODKE,Independent,168,2,170,0.08
3733,239,AUSA,12,DAGDOO VASANT MANE,Independent,200,4,204,0.1
3734,239,AUSA,13,NARSHING DILIP JADHAV,Independent,992,0,992,0.47
3735,239,AUSA,14,NAGANATH GYANU MUGALE,Independent,488,0,488,0.23
3736,239,AUSA,15,NITIN UTTRESHWAR PAWAR,Independent,518,0,518,0.25
3737,239,AUSA,16,MANOHAR ANANDRAO PATIL,Independent,579,0,579,0.27
3738,239,AUSA,17,RAJENDRA PANDU MORE,Independent,201,0,201,0.1
3739,239,AUSA,18,SHIVAJI KERRAPPA KUMBHAR,Independent,4124,23,4147,1.96
3740,239,AUSA,19,HANMANT VENKAT KARLE,Independent,878,3,881,0.42
3741,239,AUSA,20,NOTA,None of the Above,491,6,497,0.24
3742,240,UMARGA,1,CHOUGULE DNYANRAJ DHONDIRAM,Shiv Sena,91142,1099,92241,46.64
3743,240,UMARGA,2,PRAVIN VIRBHADRAYYA SWAMI (SIR),Shiv Sena (Uddhav Balasaheb Thackeray),94550,1656,96206,48.64
3744,240,UMARGA,3,SUNANDA SHANKAR RASAL,Bahujan Samaj Party,1168,8,1176,0.59
3745,240,UMARGA,4,RAM SAIDA GAIKWAD,Vanchit Bahujan  Aaghadi,4018,69,4087,2.07
3746,240,UMARGA,5,SHIVPRASAD LAXMANRAO KAJALE,Marathwada Mukti Morcha,261,4,265,0.13
3747,240,UMARGA,6,SATLING SAMLING SWAMI,Prahar Janshakti Party,399,9,408,0.21
3748,240,UMARGA,7,SANDEEP DHARMA KATABU,Republican Party of India (A),358,5,363,0.18
3749,240,UMARGA,8,AJAYKUMAR VISHNU DEDE,Independent,533,6,539,0.27
3750,240,UMARGA,9,UMAJI PANDURANG GAIKWAD,Independent,311,2,313,0.16
3751,240,UMARGA,10,SHRIRANG KERNATH SARWADE,Independent,841,4,845,0.43
3752,240,UMARGA,11,NOTA,None of the Above,1315,15,1330,0.67
3753,241,TULJAPUR,1,KULDEEP DHIRAJ APPASAHEB KADAM PATIL,Indian National Congress,93842,1142,94984,36.6
3754,241,TULJAPUR,2,RANAJAGJITSINHA PADMASINHA PATIL,Bharatiya Janata Party,130352,1511,131863,50.82
3755,241,TULJAPUR,3,ANNASAHEB RAGHUNATH DARADE,Prahar Janshakti Party,1420,18,1438,0.55
3756,241,TULJAPUR,4,TAMBOLI SHABBIR SALLAUDDIN,All India Majlis-E-Inquilab-E-Millat,247,2,249,0.1
3757,241,TULJAPUR,5,DHANANJAY MURLIDHAR TARKASE PATIL,Rashtriya Samaj Paksha,239,2,241,0.09
3758,241,TULJAPUR,6,DHIRAJ PANDIT PATIL,Aadarsh Sangram Party,178,9,187,0.07
3759,241,TULJAPUR,7,BHAIYYASAHEB PRALHAD NAGTILE,Aazad Samaj Party (Kanshi Ram),786,6,792,0.31
3760,241,TULJAPUR,8,ROCHKARI DEVANAND SAHEBRAO,Samajwadi Party,16271,64,16335,6.3
3761,241,TULJAPUR,9,SHARAD HARIDAS PAWAR,Sambhaji Brigade Party,233,5,238,0.09
3762,241,TULJAPUR,10,SACHIN SURESH SHENDAGE,Janhit Lokshahi Party,169,1,170,0.07
3763,241,TULJAPUR,11,DR.SNEHA APPARAO SONKATE,Vanchit Bahujan  Aaghadi,7792,116,7908,3.05
3764,241,TULJAPUR,12,AMIR IBRAHIM SHAIKH,Independent,252,1,253,0.1
3765,241,TULJAPUR,13,AMER SARDAR SHAIKH,Independent,163,2,165,0.06
3766,241,TULJAPUR,14,UJJWALA VINOD GATE,Independent,314,3,317,0.12
3767,241,TULJAPUR,15,KAKASAHEB BABURAO RATHOD,Independent,417,1,418,0.16
3768,241,TULJAPUR,16,KEDAR YOGESH SHANKAR,Independent,544,5,549,0.21
3769,241,TULJAPUR,17,TATYA PANDHARINATH RODE,Independent,599,1,600,0.23
3770,241,TULJAPUR,18,DATTATRAYA DEVIDAS KADAM,Independent,741,3,744,0.29
3771,241,TULJAPUR,19,DHANAJI GAUTAM HUMBE,Independent,153,0,153,0.06
3772,241,TULJAPUR,20,ADV. POOJA BIBHISHAN DEDE,Independent,374,5,379,0.15
3773,241,TULJAPUR,21,MANSUR AHEMAD MAKSUD SHAIKH,Independent,114,0,114,0.04
3774,241,TULJAPUR,22,ROCHKARI GANESH DEVANAND,Independent,152,3,155,0.06
3775,241,TULJAPUR,23,SATYAWAN NAGNATH SURWASE,Independent,464,4,468,0.18
3776,241,TULJAPUR,24,NOTA,None of the Above,745,24,769,0.3
3777,242,OSMANABAD,1,AJIT BAPPASAHEB PINGLE,Shiv Sena,92816,1191,94007,38.69
3778,242,OSMANABAD,2,KAILAS BALASAHEB GHADGE PATIL,Shiv Sena (Uddhav Balasaheb Thackeray),127928,2645,130573,53.73
3779,242,OSMANABAD,3,DEODATTA BHAGWAT MORE,Maharashtra Navnirman sena,2012,30,2042,0.84
3780,242,OSMANABAD,4,LAHU RAGHUNATH KHUNE,Bahujan Samaj Party,585,10,595,0.24
3781,242,OSMANABAD,5,PRANIT SHAMRAO DIKALE,Vanchit Bahujan  Aaghadi,9977,140,10117,4.16
3782,242,OSMANABAD,6,DR RAMESH SUBRAO BANSODE,Bhartiya Jan Vikas Aaghadi,275,8,283,0.12
3783,242,OSMANABAD,7,SHRIHARI VASANT MALI,Rashtriya Samaj Paksha,1370,70,1440,0.59
3784,242,OSMANABAD,8,SIRAJ ALIAS PAPA  FATRUDDIN SAYYAD,Tipu Sultan Party,502,9,511,0.21
3785,242,OSMANABAD,9,ASHOK ANANT KASBE,Independent,422,4,426,0.18
3786,242,OSMANABAD,10,DATTA MOHAN TUPE,Independent,237,3,240,0.1
3787,242,OSMANABAD,11,NITIN GAJENDR KALE,Independent,600,3,603,0.25
3788,242,OSMANABAD,12,VIKRAM RAGHU KALE,Independent,577,0,577,0.24
3789,242,OSMANABAD,13,NOTA,None of the Above,1539,42,1581,0.65
3790,243,PARANDA,1,PROF.DR.TANAJI JAYAWANT SAWANT,Shiv Sena,102195,1059,103254,44.18
3791,243,PARANDA,2,MAHADEO SHANKAR LOKHANDE,Bahujan Samaj Party,851,5,856,0.37
3792,243,PARANDA,3,RAJENDRA BABASAHEB GAPAT,Maharashtra Navnirman sena,832,11,843,0.36
3793,243,PARANDA,4,RAHUL MAHARUDRA MOTE,Nationalist Congress Party- Sharadchandra Pawar,100330,1415,101745,43.53
3794,243,PARANDA,5,ARYANRAJE KISANRAO SHINDE,Rashtriya Samaj Dal (R),601,1,602,0.26
3795,243,PARANDA,6,PRAVIN PARMESHWAR RANBAGUL,Vanchit Bahujan  Aaghadi,12528,170,12698,5.43
3796,243,PARANDA,7,DR.RAHUL BHIMRAO GHULE,Rashtriya Samaj Paksha,2140,30,2170,0.93
3797,243,PARANDA,8,ADV.REVAN VISHWANATH BHOSALE,Samajwadi Party,166,1,167,0.07
3798,243,PARANDA,9,SHAHAJAHAN PAIGAMBAR SHAIKH,Bahujan Maha Party,116,1,117,0.05
3799,243,PARANDA,10,ARUN SHIVLING JADHAVAR,Independent,350,1,351,0.15
3800,243,PARANDA,11,ASIF LAYAKALI JAMADAR,Independent,321,2,323,0.14
3801,243,PARANDA,12,GURUDAS SAMBHAJI KAMBALE,Independent,468,4,472,0.2
3802,243,PARANDA,13,JAMEELKHA MAHEBUB PATHAN,Independent,4433,13,4446,1.9
3803,243,PARANDA,14,DINESH ROHIDAS MANGALE,Independent,234,2,236,0.1
3804,243,PARANDA,15,DESHMUKH VINAYRAJ VISHWASRAO,Independent,132,0,132,0.06
3805,243,PARANDA,16,NURJAHA SOHEL SHAIKH,Independent,692,2,694,0.3
3806,243,PARANDA,17,BANDU SHEKU POL,Independent,787,0,787,0.34
3807,243,PARANDA,18,RAHUL RAMHARI MOTE,Independent,885,5,890,0.38
3808,243,PARANDA,19,LAXMIKANT SHRIPATI ATULE,Independent,1254,0,1254,0.54
3809,243,PARANDA,20,SOMNATH SOPAN KADAM,Independent,856,2,858,0.37
3810,243,PARANDA,21,SAMBHAJI NANASAHEB SHINDE,Independent,132,0,132,0.06
3811,243,PARANDA,22,NOTA,None of the Above,672,16,688,0.29
3812,244,KARMALA,1,DIGVIJAY DIGAMBARRAO BAGAL,Shiv Sena,40591,243,40834,17.65
3813,244,KARMALA,2,NARAYAN (ABA) GOVINDRAO PATIL,Nationalist Congress Party- Sharadchandra Pawar,95106,985,96091,41.54
3814,244,KARMALA,3,SANJAY VAMAN SHINDE,Bahujan Samaj Party,1515,10,1525,0.66
3815,244,KARMALA,4,ASHOK DNYANADEV WAGHMODE,New Rashtriya Samaj Party,3957,5,3962,1.71
3816,244,KARMALA,5,AVACHAR ABHIMANYU KISAN,Independent,429,1,430,0.19
3817,244,KARMALA,6,ADV JAMEER KALANDAR SHAIKH,Independent,218,0,218,0.09
3818,244,KARMALA,7,JALINDAR VALMIK KAMBLE,Independent,216,0,216,0.09
3819,244,KARMALA,8,DHIRAJ MANIK KOLEKAR,Independent,127,3,130,0.06
3820,244,KARMALA,9,BHANAVASE GANESH ABHIMAN,Independent,82,0,82,0.04
3821,244,KARMALA,10,MADHUKAR GANPAT MISAL,Independent,130,2,132,0.06
3822,244,KARMALA,11,RAMDAS MADHUKAR ZOL,Independent,4763,28,4791,2.07
3823,244,KARMALA,12,WAGHMARE SIDDHANT SADASHIV,Independent,583,2,585,0.25
3824,244,KARMALA,13,VINOD DILIP SITAPURE,Independent,684,0,684,0.3
3825,244,KARMALA,14,SHINDE SANJAYMAMA VITHALRAO,Independent,79366,640,80006,34.59
3826,244,KARMALA,15,SHINDE SANJAY LIMBARAJ,Independent,629,0,629,0.27
3827,244,KARMALA,16,NOTA,None of the Above,981,14,995,0.43
3828,245,MADHA,1,ABHIJIT DHANWANT PATIL,Bahujan Samaj Party,1021,6,1027,0.38
3829,245,MADHA,2,ABHIJEET DHANANJAY PATIL,Nationalist Congress Party- Sharadchandra Pawar,135418,1141,136559,50.73
3830,245,MADHA,3,ADV. MINALTAI DADASAHEB SATHE,Nationalist Congress Party,13280,101,13381,4.97
3831,245,MADHA,4,RAHUL GAUTAM CHAVAN,Vanchit Bahujan  Aaghadi,2219,12,2231,0.83
3832,245,MADHA,5,ABHIJIT ANNASAHEB PATIL,Independent,817,4,821,0.3
3833,245,MADHA,6,ABHIJIT TULSHIRAM PATIL,Independent,571,1,572,0.21
3834,245,MADHA,7,ADV. TUKARAM BALIRAM RAUT,Independent,179,2,181,0.07
3835,245,MADHA,8,MAYUR AJINATH KALE,Independent,196,2,198,0.07
3836,245,MADHA,9,MAHESH BALU BISKITE,Independent,448,1,449,0.17
3837,245,MADHA,10,RANJIT BABANRAO SHINDE,Independent,105047,891,105938,39.35
3838,245,MADHA,11,RANJIT BHAIYA SHINDE,Independent,1432,4,1436,0.53
3839,245,MADHA,12,RAJESH TANAJI KHARE,Independent,4739,2,4741,1.76
3840,245,MADHA,13,SITARAM VITTHAL RANDIVE,Independent,735,1,736,0.27
3841,245,MADHA,14,NOTA,None of the Above,919,5,924,0.34
3842,246,BARSHI,1,KAMBLE MANOJ MAHADEV,Bahujan Samaj Party,629,8,637,0.25
3843,246,BARSHI,2,DILIP GANGADHAR SOPAL,Shiv Sena (Uddhav Balasaheb Thackeray),120701,1993,122694,49.07
3844,246,BARSHI,3,RAJENDRA VITTHAL RAUT,Shiv Sena,114973,1249,116222,46.48
3845,246,BARSHI,4,ANAND NAGNATH YADAV,Maharashtra Rajya Samiti,1740,1,1741,0.7
3846,246,BARSHI,5,KISHOR PARMESHWAR GADEKAR,Rashtriya Samaj Paksha,271,3,274,0.11
3847,246,BARSHI,6,DHANANJAY ANANDRAO JAGADALE,Vanchit Bahujan  Aaghadi,1226,18,1244,0.5
3848,246,BARSHI,7,ABBAS AHAMAD SHAIKH,Independent,97,0,97,0.04
3849,246,BARSHI,8,AKASH PANDURANG DALAVI,Independent,479,5,484,0.19
3850,246,BARSHI,9,ISMAIL USMAN PATEL,Independent,88,0,88,0.04
3851,246,BARSHI,10,ADV. KIRAN LAXMAN MANJARE,Independent,70,0,70,0.03
3852,246,BARSHI,11,KISHOR ANAND DESHMUKH,Independent,86,4,90,0.04
3853,246,BARSHI,12,DESHMUKH SAHEBRAO SHAHAJIRAO,Independent,794,12,806,0.32
3854,246,BARSHI,13,MADHUKAR BABURAO (BABU) KALE,Independent,209,0,209,0.08
3855,246,BARSHI,14,MOHSIN BABU PATHAN,Independent,537,6,543,0.22
3856,246,BARSHI,15,MOHSIN SABIR TAMBOLI,Independent,1143,2,1145,0.46
3857,246,BARSHI,16,LALU DASTAGIR SOUDAGAR,Independent,208,1,209,0.08
3858,246,BARSHI,17,VARSHA VINOD KAMBALE,Independent,137,1,138,0.06
3859,246,BARSHI,18,VINOD VIKRAM JADHAV,Independent,1749,3,1752,0.7
3860,246,BARSHI,19,SHARIF RASHID SHAIKH,Independent,600,0,600,0.24
3861,246,BARSHI,20,SAMIR MUBIN SAYYAD,Independent,302,2,304,0.12
3862,246,BARSHI,21,NOTA,None of the Above,673,24,697,0.28
3863,247,MOHOL,1,KHARE RAJU DNYANU,Nationalist Congress Party- Sharadchandra Pawar,124789,1049,125838,54.06
3864,247,MOHOL,2,BALIRAM SUKHADEV MORE,Bahujan Samaj Party,1021,8,1029,0.44
3865,247,MOHOL,3,MANE YASHWANT VITTHAL,Nationalist Congress Party,94809,827,95636,41.08
3866,247,MOHOL,4,NANDU BABURAO KSHIRSAGAR,Blue India Party,699,1,700,0.3
3867,247,MOHOL,5,KSHIRSAGAR NAGNATH DEVIDAS,Rashtriya Samaj Paksha,622,7,629,0.27
3868,247,MOHOL,6,AMOL (ROCKY) BANGALE,Independent,799,2,801,0.34
3869,247,MOHOL,7,AAKHADE ANIL NARSINH,Independent,4245,6,4251,1.83
3870,247,MOHOL,8,KRUSHNA NAGNATH BHISE,Independent,338,4,342,0.15
3871,247,MOHOL,9,THORAT SURESH MADHUKAR,Independent,804,2,806,0.35
3872,247,MOHOL,10,SANJAY DATTATRAY KSHIRSAGAR,Independent,690,15,705,0.3
3873,247,MOHOL,11,NOTA,None of the Above,2034,13,2047,0.88
3874,248,SOLAPUR CITY NORTH,1,KOTHE MAHESH VISHNUPANT,Nationalist Congress Party- Sharadchandra Pawar,62199,433,62632,32.54
3875,248,SOLAPUR CITY NORTH,2,DESHMUKH VIJAY SIDRAMAPPA,Bharatiya Janata Party,116617,598,117215,60.89
3876,248,SOLAPUR CITY NORTH,3,PARSHURAM NAGNATH INGALE,Maharashtra Navnirman sena,1144,11,1155,0.6
3877,248,SOLAPUR CITY NORTH,4,SHILWANT TATYARAO KALE,Bahujan Samaj Party,1539,8,1547,0.8
3878,248,SOLAPUR CITY NORTH,5,AMIT RAMCHANDRA GAIKWAD,Republican Sena,235,2,237,0.12
3879,248,SOLAPUR CITY NORTH,6,JUBER SALIM PATEL,Bharatiya Congress  Paksha,1885,0,1885,0.98
3880,248,SOLAPUR CITY NORTH,7,DATTA VITTHAL THORAT,Blue India Party,138,0,138,0.07
3881,248,SOLAPUR CITY NORTH,8,YUVRAJ CHANDRAKANT LIMBOLE,Right to Recall Party,73,0,73,0.04
3882,248,SOLAPUR CITY NORTH,9,RAJU VASANT SHINDE,Rashtriya Janmanch (Secular),111,1,112,0.06
3883,248,SOLAPUR CITY NORTH,10,VIKRANT SHRIKANT GAIKWAD,Vanchit Bahujan  Aaghadi,2459,18,2477,1.29
3884,248,SOLAPUR CITY NORTH,11,AJIT VASANT MUTTUR,Independent,47,0,47,0.02
3885,248,SOLAPUR CITY NORTH,12,UGHADE VIJAYKUMAR BHAGWAN,Independent,196,2,198,0.1
3886,248,SOLAPUR CITY NORTH,13,DATTATRAY NAGNATH PANDHARE,Independent,206,5,211,0.11
3887,248,SOLAPUR CITY NORTH,14,MALHARI GULAB PATOLE,Independent,108,1,109,0.06
3888,248,SOLAPUR CITY NORTH,15,MARUTI SHIVRAM SAWANT,Independent,317,2,319,0.17
3889,248,SOLAPUR CITY NORTH,16,MOKASHI  GURUSHANT ASHOK,Independent,697,0,697,0.36
3890,248,SOLAPUR CITY NORTH,17,MOSIN GULAB BAGWAN MAINDARGIKAR,Independent,1689,4,1693,0.88
3891,248,SOLAPUR CITY NORTH,18,VISHNU RAMSWAMI KHANDARE,Independent,387,0,387,0.2
3892,248,SOLAPUR CITY NORTH,19,SHOBHA SHRISHAIL BANSHETTI,Independent,541,13,554,0.29
3893,248,SOLAPUR CITY NORTH,20,SANTOSH BASAPPA KOTE,Independent,101,0,101,0.05
3894,248,SOLAPUR CITY NORTH,21,NOTA,None of the Above,705,11,716,0.37
3895,249,SOLAPUR CITY CENTRAL,1,ADAM NARSAYYA NARAYAN,Communist Party of India  (Marxist),6760,56,6816,3.38
3896,249,SOLAPUR CITY CENTRAL,2,CHETAN PANDIT NAROTE,Indian National Congress,16103,282,16385,8.13
3897,249,SOLAPUR CITY CENTRAL,3,DEVENDRA RAJESH KOTHE,Bharatiya Janata Party,109737,541,110278,54.71
3898,249,SOLAPUR CITY CENTRAL,4,PROF. DR. SUBHASH KHANDERAO GAIKWAD,Bahujan Samaj Party,609,5,614,0.3
3899,249,SOLAPUR CITY CENTRAL,5,KHIZER QUDDUS PEERZADE,All India Forward Bloc,245,0,245,0.12
3900,249,SOLAPUR CITY CENTRAL,6,FAROOQ MAKBOOL SHABDI,All India Majlis-E-Ittehadul Muslimeen,61080,348,61428,30.48
3901,249,SOLAPUR CITY CENTRAL,7,MANISH MADHUKAR KOMATI,Rashtriya Janmanch (Secular),241,0,241,0.12
3902,249,SOLAPUR CITY CENTRAL,8,RAVIKANT REVAPPA BANSODE,Republican Party of India (A),141,0,141,0.07
3903,249,SOLAPUR CITY CENTRAL,9,SHRINIWAS RANGAPPA SANGEPAG,Vanchit Bahujan  Aaghadi,1552,11,1563,0.78
3904,249,SOLAPUR CITY CENTRAL,10,TOUFIQUE ISMAIL SHAIKH (PAILWAN),Independent,967,7,974,0.48
3905,249,SOLAPUR CITY CENTRAL,11,DATTA VITHAL THORAT,Independent,193,0,193,0.1
3906,249,SOLAPUR CITY CENTRAL,12,DEVIDAS SHANKAR DUPARGUDE,Independent,104,1,105,0.05
